cod_uf,UF,ano,ordem,cod_causa,quantidade,descricao
21,Maranhão,2014,2,X99,522,Agressão por meio de objeto cortante ou penetrante
21,Maranhão,2014,3,V29,307,Motociclista traumatizado em outros acidentes de transporte e em acidentes de transporte não especificados
21,Maranhão,2014,4,V89,293,"Acidente com um veículo a motor ou não-motorizado, tipo(s) de veículo(s) não especificado(s)"
21,Maranhão,2014,5,X70,166,"Lesão autoprovocada intencionalmente por enforcamento, estrangulamento e sufocação"
21,Maranhão,2014,6,V23,140,"Motociclista traumatizado em colisão com um automóvel [carro], ""pick up"" ou caminhonete"
21,Maranhão,2014,7,X93,115,Agressão por meio de disparo de arma de fogo de mão
21,Maranhão,2014,8,V49,105,Ocupante de um automóvel [carro] traumatizado em outro acidentes de transporte e em acidentes de transporte não especificados
21,Maranhão,2014,9,W87,100,Exposição a corrente elétrica não especificada
21,Maranhão,2014,10,Y00,95,Agressão por meio de um objeto contundente
21,Maranhão,2015,1,X95,1501,Agressão por meio de disparo de outra arma de fogo ou de arma não especificada
21,Maranhão,2015,2,X99,507,Agressão por meio de objeto cortante ou penetrante
21,Maranhão,2015,3,V89,300,"Acidente com um veículo a motor ou não-motorizado, tipo(s) de veículo(s) não especificado(s)"
21,Maranhão,2015,4,V29,257,Motociclista traumatizado em outros acidentes de transporte e em acidentes de transporte não especificados
21,Maranhão,2015,5,X70,175,"Lesão autoprovocada intencionalmente por enforcamento, estrangulamento e sufocação"
21,Maranhão,2015,6,V23,142,"Motociclista traumatizado em colisão com um automóvel [carro], ""pick up"" ou caminhonete"
21,Maranhão,2015,7,X93,128,Agressão por meio de disparo de arma de fogo de mão
21,Maranhão,2015,8,V28,122,Motociclista traumatizado em um acidente de transporte sem colisão
21,Maranhão,2015,9,V22,100,Motociclista traumatizado em colisão com um veículo a motor de duas ou três rodas
21,Maranhão,2015,10,W19,98,Queda sem especificação
21,Maranhão,2016,1,X95,1373,Agressão por meio de disparo de outra arma de fogo ou de arma não especificada
21,Maranhão,2016,2,X99,540,Agressão por meio de objeto cortante ou penetrante
21,Maranhão,2016,3,V29,258,Motociclista traumatizado em outros acidentes de transporte e em acidentes de transporte não especificados
21,Maranhão,2016,4,V89,200,"Acidente com um veículo a motor ou não-motorizado, tipo(s) de veículo(s) não especificado(s)"
21,Maranhão,2016,5,X70,182,"Lesão autoprovocada intencionalmente por enforcamento, estrangulamento e sufocação"
21,Maranhão,2016,6,X93,174,Agressão por meio de disparo de arma de fogo de mão
21,Maranhão,2016,7,V23,153,"Motociclista traumatizado em colisão com um automóvel [carro], ""pick up"" ou caminhonete"
21,Maranhão,2016,8,V28,130,Motociclista traumatizado em um acidente de transporte sem colisão
21,Maranhão,2016,9,V22,104,Motociclista traumatizado em colisão com um veículo a motor de duas ou três rodas
21,Maranhão,2016,10,Y00,99,Agressão por meio de um objeto contundente
21,Maranhão,2017,1,X95,1173,Agressão por meio de disparo de outra arma de fogo ou de arma não especificada
21,Maranhão,2017,2,X99,465,Agressão por meio de objeto cortante ou penetrante
21,Maranhão,2017,3,V89,268,"Acidente com um veículo a motor ou não-motorizado, tipo(s) de veículo(s) não especificado(s)"
21,Maranhão,2017,4,X70,215,"Lesão autoprovocada intencionalmente por enforcamento, estrangulamento e sufocação"
21,Maranhão,2017,5,X93,207,Agressão por meio de disparo de arma de fogo de mão
21,Maranhão,2017,6,V29,198,Motociclista traumatizado em outros acidentes de transporte e em acidentes de transporte não especificados
21,Maranhão,2017,7,V23,117,"Motociclista traumatizado em colisão com um automóvel [carro], ""pick up"" ou caminhonete"
21,Maranhão,2017,8,W69,105,Afogamento e submersão em águas naturais
21,Maranhão,2017,9,W87,104,Exposição a corrente elétrica não especificada
21,Maranhão,2017,10,V28,102,Motociclista traumatizado em um acidente de transporte sem colisão
21,Maranhão,2018,1,X95,971,Agressão por meio de disparo de outra arma de fogo ou de arma não especificada
21,Maranhão,2018,2,X99,486,Agressão por meio de objeto cortante ou penetrante
21,Maranhão,2018,3,V29,246,Motociclista traumatizado em outros acidentes de transporte e em acidentes de transporte não especificados
21,Maranhão,2018,4,V89,232,"Acidente com um veículo a motor ou não-motorizado, tipo(s) de veículo(s) não especificado(s)"
21,Maranhão,2018,5,X70,227,"Lesão autoprovocada intencionalmente por enforcamento, estrangulamento e sufocação"
21,Maranhão,2018,6,X93,216,Agressão por meio de disparo de arma de fogo de mão
21,Maranhão,2018,7,W19,113,Queda sem especificação
21,Maranhão,2018,8,V23,112,"Motociclista traumatizado em colisão com um automóvel [carro], ""pick up"" ou caminhonete"
21,Maranhão,2018,9,V28,111,Motociclista traumatizado em um acidente de transporte sem colisão
21,Maranhão,2018,10,W87,94,Exposição a corrente elétrica não especificada
22,Piauí,2008,1,V89,190,"Acidente com um veículo a motor ou não-motorizado, tipo(s) de veículo(s) não especificado(s)"
22,Piauí,2008,2,X95,152,Agressão por meio de disparo de outra arma de fogo ou de arma não especificada
22,Piauí,2008,3,X99,150,Agressão por meio de objeto cortante ou penetrante
22,Piauí,2008,4,X70,140,"Lesão autoprovocada intencionalmente por enforcamento, estrangulamento e sufocação"
22,Piauí,2008,5,V28,98,Motociclista traumatizado em um acidente de transporte sem colisão
22,Piauí,2008,6,V09,83,Pedestre traumatizado em outros acidentes de transporte e em acidentes de transporte não especificados
22,Piauí,2008,7,V29,77,Motociclista traumatizado em outros acidentes de transporte e em acidentes de transporte não especificados
22,Piauí,2008,8,W69,73,Afogamento e submersão em águas naturais
22,Piauí,2008,9,V23,47,"Motociclista traumatizado em colisão com um automóvel [carro], ""pick up"" ou caminhonete"
22,Piauí,2008,10,V24,43,Motociclista traumatizado em colisão com um veículo de transporte pesado ou um ônibus
22,Piauí,2009,1,X95,175,Agressão por meio de disparo de outra arma de fogo ou de arma não especificada
22,Piauí,2009,2,X99,141,Agressão por meio de objeto cortante ou penetrante
22,Piauí,2009,3,V89,129,"Acidente com um veículo a motor ou não-motorizado, tipo(s) de veículo(s) não especificado(s)"
22,Piauí,2009,4,X70,120,"Lesão autoprovocada intencionalmente por enforcamento, estrangulamento e sufocação"
22,Piauí,2009,5,V28,114,Motociclista traumatizado em um acidente de transporte sem colisão
22,Piauí,2009,6,V29,87,Motociclista traumatizado em outros acidentes de transporte e em acidentes de transporte não especificados
22,Piauí,2009,7,W69,82,Afogamento e submersão em águas naturais
22,Piauí,2009,8,V23,76,"Motociclista traumatizado em colisão com um automóvel [carro], ""pick up"" ou caminhonete"
22,Piauí,2009,9,V09,63,Pedestre traumatizado em outros acidentes de transporte e em acidentes de transporte não especificados
22,Piauí,2009,10,V22,52,Motociclista traumatizado em colisão com um veículo a motor de duas ou três rodas
22,Piauí,2010,1,X95,184,Agressão por meio de disparo de outra arma de fogo ou de arma não especificada
22,Piauí,2010,2,V28,144,Motociclista traumatizado em um acidente de transporte sem colisão
22,Piauí,2010,3,X99,138,Agressão por meio de objeto cortante ou penetrante
22,Piauí,2010,4,X70,135,"Lesão autoprovocada intencionalmente por enforcamento, estrangulamento e sufocação"
22,Piauí,2010,5,V29,118,Motociclista traumatizado em outros acidentes de transporte e em acidentes de transporte não especificados
22,Piauí,2010,6,V23,97,"Motociclista traumatizado em colisão com um automóvel [carro], ""pick up"" ou caminhonete"
22,Piauí,2010,7,V89,87,"Acidente com um veículo a motor ou não-motorizado, tipo(s) de veículo(s) não especificado(s)"
22,Piauí,2010,8,V09,70,Pedestre traumatizado em outros acidentes de transporte e em acidentes de transporte não especificados
22,Piauí,2010,9,W69,64,Afogamento e submersão em águas naturais
22,Piauí,2010,10,V22,56,Motociclista traumatizado em colisão com um veículo a motor de duas ou três rodas
22,Piauí,2011,1,X95,227,Agressão por meio de disparo de outra arma de fogo ou de arma não especificada
22,Piauí,2011,2,X70,179,"Lesão autoprovocada intencionalmente por enforcamento, estrangulamento e sufocação"
22,Piauí,2011,3,V28,152,Motociclista traumatizado em um acidente de transporte sem colisão
22,Piauí,2011,4,V29,145,Motociclista traumatizado em outros acidentes de transporte e em acidentes de transporte não especificados
22,Piauí,2011,5,X99,140,Agressão por meio de objeto cortante ou penetrante
22,Piauí,2011,6,V89,113,"Acidente com um veículo a motor ou não-motorizado, tipo(s) de veículo(s) não especificado(s)"
22,Piauí,2011,7,V23,80,"Motociclista traumatizado em colisão com um automóvel [carro], ""pick up"" ou caminhonete"
22,Piauí,2011,8,W69,66,Afogamento e submersão em águas naturais
22,Piauí,2011,9,V22,64,Motociclista traumatizado em colisão com um veículo a motor de duas ou três rodas
22,Piauí,2011,10,V09,63,Pedestre traumatizado em outros acidentes de transporte e em acidentes de transporte não especificados
22,Piauí,2012,1,X95,282,Agressão por meio de disparo de outra arma de fogo ou de arma não especificada
22,Piauí,2012,2,V28,177,Motociclista traumatizado em um acidente de transporte sem colisão
22,Piauí,2012,3,X70,169,"Lesão autoprovocada intencionalmente por enforcamento, estrangulamento e sufocação"
22,Piauí,2012,4,X99,152,Agressão por meio de objeto cortante ou penetrante
22,Piauí,2012,5,V29,148,Motociclista traumatizado em outros acidentes de transporte e em acidentes de transporte não especificados
22,Piauí,2012,6,V23,120,"Motociclista traumatizado em colisão com um automóvel [carro], ""pick up"" ou caminhonete"
22,Piauí,2012,7,V89,115,"Acidente com um veículo a motor ou não-motorizado, tipo(s) de veículo(s) não especificado(s)"
22,Piauí,2012,8,V24,72,Motociclista traumatizado em colisão com um veículo de transporte pesado ou um ônibus
22,Piauí,2012,9,V27,61,Motociclista traumatizado em colisão com um objeto fixo ou parado
22,Piauí,2012,10,V49,58,Ocupante de um automóvel [carro] traumatizado em outro acidentes de transporte e em acidentes de transporte não especificados
22,Piauí,2013,1,X95,355,Agressão por meio de disparo de outra arma de fogo ou de arma não especificada
22,Piauí,2013,2,V28,167,Motociclista traumatizado em um acidente de transporte sem colisão
22,Piauí,2013,3,X70,167,"Lesão autoprovocada intencionalmente por enforcamento, estrangulamento e sufocação"
22,Piauí,2013,4,X99,157,Agressão por meio de objeto cortante ou penetrante
22,Piauí,2013,5,V89,152,"Acidente com um veículo a motor ou não-motorizado, tipo(s) de veículo(s) não especificado(s)"
22,Piauí,2013,6,V29,134,Motociclista traumatizado em outros acidentes de transporte e em acidentes de transporte não especificados
22,Piauí,2013,7,V23,100,"Motociclista traumatizado em colisão com um automóvel [carro], ""pick up"" ou caminhonete"
22,Piauí,2013,8,V22,79,Motociclista traumatizado em colisão com um veículo a motor de duas ou três rodas
22,Piauí,2013,9,W69,75,Afogamento e submersão em águas naturais
22,Piauí,2013,10,V27,65,Motociclista traumatizado em colisão com um objeto fixo ou parado
22,Piauí,2014,1,X95,420,Agressão por meio de disparo de outra arma de fogo ou de arma não especificada
22,Piauí,2014,2,X70,190,"Lesão autoprovocada intencionalmente por enforcamento, estrangulamento e sufocação"
22,Piauí,2014,3,V28,184,Motociclista traumatizado em um acidente de transporte sem colisão
22,Piauí,2014,4,X99,174,Agressão por meio de objeto cortante ou penetrante
22,Piauí,2014,5,V29,163,Motociclista traumatizado em outros acidentes de transporte e em acidentes de transporte não especificados
22,Piauí,2014,6,V89,157,"Acidente com um veículo a motor ou não-motorizado, tipo(s) de veículo(s) não especificado(s)"
22,Piauí,2014,7,V23,135,"Motociclista traumatizado em colisão com um automóvel [carro], ""pick up"" ou caminhonete"
22,Piauí,2014,8,V22,82,Motociclista traumatizado em colisão com um veículo a motor de duas ou três rodas
22,Piauí,2014,9,W69,76,Afogamento e submersão em águas naturais
22,Piauí,2014,10,V27,59,Motociclista traumatizado em colisão com um objeto fixo ou parado
22,Piauí,2015,1,X95,358,Agressão por meio de disparo de outra arma de fogo ou de arma não especificada
22,Piauí,2015,2,X70,207,"Lesão autoprovocada intencionalmente por enforcamento, estrangulamento e sufocação"
22,Piauí,2015,3,V29,196,Motociclista traumatizado em outros acidentes de transporte e em acidentes de transporte não especificados
22,Piauí,2015,4,X99,182,Agressão por meio de objeto cortante ou penetrante
22,Piauí,2015,5,V28,158,Motociclista traumatizado em um acidente de transporte sem colisão
22,Piauí,2015,6,V23,128,"Motociclista traumatizado em colisão com um automóvel [carro], ""pick up"" ou caminhonete"
22,Piauí,2015,7,V89,90,"Acidente com um veículo a motor ou não-motorizado, tipo(s) de veículo(s) não especificado(s)"
22,Piauí,2015,8,V22,69,Motociclista traumatizado em colisão com um veículo a motor de duas ou três rodas
22,Piauí,2015,9,V27,68,Motociclista traumatizado em colisão com um objeto fixo ou parado
22,Piauí,2015,10,W69,58,Afogamento e submersão em águas naturais
22,Piauí,2016,1,X95,389,Agressão por meio de disparo de outra arma de fogo ou de arma não especificada
22,Piauí,2016,2,X70,239,"Lesão autoprovocada intencionalmente por enforcamento, estrangulamento e sufocação"
22,Piauí,2016,3,V28,195,Motociclista traumatizado em um acidente de transporte sem colisão
22,Piauí,2016,4,X99,188,Agressão por meio de objeto cortante ou penetrante
22,Piauí,2016,5,V29,162,Motociclista traumatizado em outros acidentes de transporte e em acidentes de transporte não especificados
22,Piauí,2016,6,V23,121,"Motociclista traumatizado em colisão com um automóvel [carro], ""pick up"" ou caminhonete"
22,Piauí,2016,7,W69,106,Afogamento e submersão em águas naturais
22,Piauí,2016,8,V89,74,"Acidente com um veículo a motor ou não-motorizado, tipo(s) de veículo(s) não especificado(s)"
22,Piauí,2016,9,V27,71,Motociclista traumatizado em colisão com um objeto fixo ou parado
22,Piauí,2016,10,V24,64,Motociclista traumatizado em colisão com um veículo de transporte pesado ou um ônibus
22,Piauí,2017,1,X95,325,Agressão por meio de disparo de outra arma de fogo ou de arma não especificada
22,Piauí,2017,2,X70,243,"Lesão autoprovocada intencionalmente por enforcamento, estrangulamento e sufocação"
22,Piauí,2017,3,X99,167,Agressão por meio de objeto cortante ou penetrante
22,Piauí,2017,4,V28,160,Motociclista traumatizado em um acidente de transporte sem colisão
22,Piauí,2017,5,V29,129,Motociclista traumatizado em outros acidentes de transporte e em acidentes de transporte não especificados
22,Piauí,2017,6,V23,118,"Motociclista traumatizado em colisão com um automóvel [carro], ""pick up"" ou caminhonete"
22,Piauí,2017,7,W69,82,Afogamento e submersão em águas naturais
22,Piauí,2017,8,V27,74,Motociclista traumatizado em colisão com um objeto fixo ou parado
22,Piauí,2017,9,V22,66,Motociclista traumatizado em colisão com um veículo a motor de duas ou três rodas
22,Piauí,2017,10,V48,64,Ocupante de um automóvel [carro] traumatizado em um acidente de transporte sem colisão
22,Piauí,2018,1,X95,351,Agressão por meio de disparo de outra arma de fogo ou de arma não especificada
22,Piauí,2018,2,X70,248,"Lesão autoprovocada intencionalmente por enforcamento, estrangulamento e sufocação"
22,Piauí,2018,3,X99,177,Agressão por meio de objeto cortante ou penetrante
22,Piauí,2018,4,V29,138,Motociclista traumatizado em outros acidentes de transporte e em acidentes de transporte não especificados
22,Piauí,2018,5,V28,134,Motociclista traumatizado em um acidente de transporte sem colisão
22,Piauí,2018,6,V23,127,"Motociclista traumatizado em colisão com um automóvel [carro], ""pick up"" ou caminhonete"
22,Piauí,2018,7,W69,78,Afogamento e submersão em águas naturais
22,Piauí,2018,8,V22,76,Motociclista traumatizado em colisão com um veículo a motor de duas ou três rodas
22,Piauí,2018,9,V27,68,Motociclista traumatizado em colisão com um objeto fixo ou parado
22,Piauí,2018,10,W18,63,Outras quedas no mesmo nível
23,Ceará,2008,1,X95,1182,Agressão por meio de disparo de outra arma de fogo ou de arma não especificada
23,Ceará,2008,2,X99,439,Agressão por meio de objeto cortante ou penetrante
23,Ceará,2008,3,V09,374,Pedestre traumatizado em outros acidentes de transporte e em acidentes de transporte não especificados
23,Ceará,2008,4,V49,354,Ocupante de um automóvel [carro] traumatizado em outro acidentes de transporte e em acidentes de transporte não especificados
23,Ceará,2008,5,X70,311,"Lesão autoprovocada intencionalmente por enforcamento, estrangulamento e sufocação"
23,Ceará,2008,6,V29,269,Motociclista traumatizado em outros acidentes de transporte e em acidentes de transporte não especificados
23,Ceará,2008,7,W19,193,Queda sem especificação
23,Ceará,2008,8,W69,177,Afogamento e submersão em águas naturais
23,Ceará,2008,9,W74,144,Afogamento e submersão não especificados
23,Ceará,2008,10,X93,122,Agressão por meio de disparo de arma de fogo de mão
23,Ceará,2009,1,X95,1314,Agressão por meio de disparo de outra arma de fogo ou de arma não especificada
23,Ceará,2009,2,X99,439,Agressão por meio de objeto cortante ou penetrante
23,Ceará,2009,3,V09,394,Pedestre traumatizado em outros acidentes de transporte e em acidentes de transporte não especificados
23,Ceará,2009,4,X70,284,"Lesão autoprovocada intencionalmente por enforcamento, estrangulamento e sufocação"
23,Ceará,2009,5,V29,256,Motociclista traumatizado em outros acidentes de transporte e em acidentes de transporte não especificados
23,Ceará,2009,6,V49,225,Ocupante de um automóvel [carro] traumatizado em outro acidentes de transporte e em acidentes de transporte não especificados
23,Ceará,2009,7,W69,193,Afogamento e submersão em águas naturais
23,Ceará,2009,8,W19,164,Queda sem especificação
23,Ceará,2009,9,X93,134,Agressão por meio de disparo de arma de fogo de mão
23,Ceará,2009,10,V89,128,"Acidente com um veículo a motor ou não-motorizado, tipo(s) de veículo(s) não especificado(s)"
23,Ceará,2010,1,X95,1725,Agressão por meio de disparo de outra arma de fogo ou de arma não especificada
23,Ceará,2010,2,V89,443,"Acidente com um veículo a motor ou não-motorizado, tipo(s) de veículo(s) não especificado(s)"
23,Ceará,2010,3,V09,441,Pedestre traumatizado em outros acidentes de transporte e em acidentes de transporte não especificados
23,Ceará,2010,4,X99,433,Agressão por meio de objeto cortante ou penetrante
23,Ceará,2010,5,V29,370,Motociclista traumatizado em outros acidentes de transporte e em acidentes de transporte não especificados
23,Ceará,2010,6,X70,313,"Lesão autoprovocada intencionalmente por enforcamento, estrangulamento e sufocação"
23,Ceará,2010,7,X93,220,Agressão por meio de disparo de arma de fogo de mão
23,Ceará,2010,8,W19,169,Queda sem especificação
23,Ceará,2010,9,V99,151,Acidente de transporte não especificado
23,Ceará,2010,10,W74,146,Afogamento e submersão não especificados
23,Ceará,2011,1,X95,1830,Agressão por meio de disparo de outra arma de fogo ou de arma não especificada
23,Ceará,2011,2,X99,508,Agressão por meio de objeto cortante ou penetrante
23,Ceará,2011,3,V89,492,"Acidente com um veículo a motor ou não-motorizado, tipo(s) de veículo(s) não especificado(s)"
23,Ceará,2011,4,V29,431,Motociclista traumatizado em outros acidentes de transporte e em acidentes de transporte não especificados
23,Ceará,2011,5,V09,377,Pedestre traumatizado em outros acidentes de transporte e em acidentes de transporte não especificados
23,Ceará,2011,6,X70,370,"Lesão autoprovocada intencionalmente por enforcamento, estrangulamento e sufocação"
23,Ceará,2011,7,V49,231,Ocupante de um automóvel [carro] traumatizado em outro acidentes de transporte e em acidentes de transporte não especificados
23,Ceará,2011,8,V99,191,Acidente de transporte não especificado
23,Ceará,2011,9,W74,190,Afogamento e submersão não especificados
23,Ceará,2011,10,X93,181,Agressão por meio de disparo de arma de fogo de mão
23,Ceará,2012,1,X95,2866,Agressão por meio de disparo de outra arma de fogo ou de arma não especificada
23,Ceará,2012,2,V89,555,"Acidente com um veículo a motor ou não-motorizado, tipo(s) de veículo(s) não especificado(s)"
23,Ceará,2012,3,V29,506,Motociclista traumatizado em outros acidentes de transporte e em acidentes de transporte não especificados
23,Ceará,2012,4,X99,491,Agressão por meio de objeto cortante ou penetrante
23,Ceará,2012,5,V09,390,Pedestre traumatizado em outros acidentes de transporte e em acidentes de transporte não especificados
23,Ceará,2012,6,X70,366,"Lesão autoprovocada intencionalmente por enforcamento, estrangulamento e sufocação"
23,Ceará,2012,7,V49,278,Ocupante de um automóvel [carro] traumatizado em outro acidentes de transporte e em acidentes de transporte não especificados
23,Ceará,2012,8,X93,217,Agressão por meio de disparo de arma de fogo de mão
23,Ceará,2012,9,W19,199,Queda sem especificação
23,Ceará,2012,10,Y34,198,Fatos ou eventos não especificados e intenção não determinada
23,Ceará,2013,1,X95,3410,Agressão por meio de disparo de outra arma de fogo ou de arma não especificada
23,Ceará,2013,2,X99,560,Agressão por meio de objeto cortante ou penetrante
23,Ceará,2013,3,V89,526,"Acidente com um veículo a motor ou não-motorizado, tipo(s) de veículo(s) não especificado(s)"
23,Ceará,2013,4,V29,460,Motociclista traumatizado em outros acidentes de transporte e em acidentes de transporte não especificados
23,Ceará,2013,5,X70,433,"Lesão autoprovocada intencionalmente por enforcamento, estrangulamento e sufocação"
23,Ceará,2013,6,V09,421,Pedestre traumatizado em outros acidentes de transporte e em acidentes de transporte não especificados
23,Ceará,2013,7,V87,220,"Acidente de trânsito de tipo especificado, mas sendo desconhecido o modo de transporte da vítima"
23,Ceará,2013,8,X93,197,Agressão por meio de disparo de arma de fogo de mão
23,Ceará,2013,9,V49,195,Ocupante de um automóvel [carro] traumatizado em outro acidentes de transporte e em acidentes de transporte não especificados
23,Ceará,2013,10,X59,183,Exposição a fatores não especificados
23,Ceará,2014,1,X95,3595,Agressão por meio de disparo de outra arma de fogo ou de arma não especificada
23,Ceará,2014,2,V89,815,"Acidente com um veículo a motor ou não-motorizado, tipo(s) de veículo(s) não especificado(s)"
23,Ceará,2014,3,X99,544,Agressão por meio de objeto cortante ou penetrante
23,Ceará,2014,4,V29,435,Motociclista traumatizado em outros acidentes de transporte e em acidentes de transporte não especificados
23,Ceará,2014,5,X70,376,"Lesão autoprovocada intencionalmente por enforcamento, estrangulamento e sufocação"
23,Ceará,2014,6,V09,333,Pedestre traumatizado em outros acidentes de transporte e em acidentes de transporte não especificados
23,Ceará,2014,7,V87,296,"Acidente de trânsito de tipo especificado, mas sendo desconhecido o modo de transporte da vítima"
23,Ceará,2014,8,V49,199,Ocupante de um automóvel [carro] traumatizado em outro acidentes de transporte e em acidentes de transporte não especificados
23,Ceará,2014,9,X93,164,Agressão por meio de disparo de arma de fogo de mão
23,Ceará,2014,10,W19,160,Queda sem especificação
23,Ceará,2015,1,X95,3123,Agressão por meio de disparo de outra arma de fogo ou de arma não especificada
23,Ceará,2015,2,V89,525,"Acidente com um veículo a motor ou não-motorizado, tipo(s) de veículo(s) não especificado(s)"
23,Ceará,2015,3,X99,498,Agressão por meio de objeto cortante ou penetrante
23,Ceará,2015,4,V29,409,Motociclista traumatizado em outros acidentes de transporte e em acidentes de transporte não especificados
23,Ceará,2015,5,X70,398,"Lesão autoprovocada intencionalmente por enforcamento, estrangulamento e sufocação"
23,Ceará,2015,6,V09,290,Pedestre traumatizado em outros acidentes de transporte e em acidentes de transporte não especificados
23,Ceará,2015,7,V49,246,Ocupante de um automóvel [carro] traumatizado em outro acidentes de transporte e em acidentes de transporte não especificados
23,Ceará,2015,8,X93,201,Agressão por meio de disparo de arma de fogo de mão
23,Ceará,2015,9,W19,178,Queda sem especificação
23,Ceará,2015,10,V87,164,"Acidente de trânsito de tipo especificado, mas sendo desconhecido o modo de transporte da vítima"
23,Ceará,2016,1,X95,2428,Agressão por meio de disparo de outra arma de fogo ou de arma não especificada
23,Ceará,2016,2,X70,414,"Lesão autoprovocada intencionalmente por enforcamento, estrangulamento e sufocação"
23,Ceará,2016,3,X99,407,Agressão por meio de objeto cortante ou penetrante
23,Ceará,2016,4,V89,343,"Acidente com um veículo a motor ou não-motorizado, tipo(s) de veículo(s) não especificado(s)"
23,Ceará,2016,5,V49,286,Ocupante de um automóvel [carro] traumatizado em outro acidentes de transporte e em acidentes de transporte não especificados
23,Ceará,2016,6,V29,264,Motociclista traumatizado em outros acidentes de transporte e em acidentes de transporte não especificados
23,Ceará,2016,7,W18,219,Outras quedas no mesmo nível
23,Ceará,2016,8,V09,162,Pedestre traumatizado em outros acidentes de transporte e em acidentes de transporte não especificados
23,Ceará,2016,9,X93,146,Agressão por meio de disparo de arma de fogo de mão
23,Ceará,2016,10,W74,145,Afogamento e submersão não especificados
23,Ceará,2017,1,X95,4329,Agressão por meio de disparo de outra arma de fogo ou de arma não especificada
23,Ceará,2017,2,X70,494,"Lesão autoprovocada intencionalmente por enforcamento, estrangulamento e sufocação"
23,Ceará,2017,3,X99,416,Agressão por meio de objeto cortante ou penetrante
23,Ceará,2017,4,V99,403,Acidente de transporte não especificado
23,Ceará,2017,5,X93,334,Agressão por meio de disparo de arma de fogo de mão
23,Ceará,2017,6,W18,318,Outras quedas no mesmo nível
23,Ceará,2017,7,V29,261,Motociclista traumatizado em outros acidentes de transporte e em acidentes de transporte não especificados
23,Ceará,2017,8,V09,181,Pedestre traumatizado em outros acidentes de transporte e em acidentes de transporte não especificados
23,Ceará,2017,9,V28,154,Motociclista traumatizado em um acidente de transporte sem colisão
23,Ceará,2017,10,V89,140,"Acidente com um veículo a motor ou não-motorizado, tipo(s) de veículo(s) não especificado(s)"
23,Ceará,2018,1,X95,3787,Agressão por meio de disparo de outra arma de fogo ou de arma não especificada
23,Ceará,2018,2,X70,514,"Lesão autoprovocada intencionalmente por enforcamento, estrangulamento e sufocação"
23,Ceará,2018,3,X93,414,Agressão por meio de disparo de arma de fogo de mão
23,Ceará,2018,4,X99,362,Agressão por meio de objeto cortante ou penetrante
23,Ceará,2018,5,V99,324,Acidente de transporte não especificado
23,Ceará,2018,6,W18,288,Outras quedas no mesmo nível
23,Ceará,2018,7,V29,211,Motociclista traumatizado em outros acidentes de transporte e em acidentes de transporte não especificados
23,Ceará,2018,8,V28,187,Motociclista traumatizado em um acidente de transporte sem colisão
23,Ceará,2018,9,W69,143,Afogamento e submersão em águas naturais
23,Ceará,2018,10,V09,142,Pedestre traumatizado em outros acidentes de transporte e em acidentes de transporte não especificados
24,Rio Grande do Norte,2008,1,X95,487,Agressão por meio de disparo de outra arma de fogo ou de arma não especificada
24,Rio Grande do Norte,2008,2,X99,128,Agressão por meio de objeto cortante ou penetrante
24,Rio Grande do Norte,2008,3,V49,121,Ocupante de um automóvel [carro] traumatizado em outro acidentes de transporte e em acidentes de transporte não especificados
24,Rio Grande do Norte,2008,4,X70,108,"Lesão autoprovocada intencionalmente por enforcamento, estrangulamento e sufocação"
24,Rio Grande do Norte,2008,5,V29,95,Motociclista traumatizado em outros acidentes de transporte e em acidentes de transporte não especificados
24,Rio Grande do Norte,2008,6,X59,77,Exposição a fatores não especificados
24,Rio Grande do Norte,2008,7,W74,75,Afogamento e submersão não especificados
24,Rio Grande do Norte,2008,8,W69,49,Afogamento e submersão em águas naturais
24,Rio Grande do Norte,2008,9,V89,48,"Acidente com um veículo a motor ou não-motorizado, tipo(s) de veículo(s) não especificado(s)"
24,Rio Grande do Norte,2008,10,V09,30,Pedestre traumatizado em outros acidentes de transporte e em acidentes de transporte não especificados
24,Rio Grande do Norte,2009,1,X95,561,Agressão por meio de disparo de outra arma de fogo ou de arma não especificada
24,Rio Grande do Norte,2009,2,V29,124,Motociclista traumatizado em outros acidentes de transporte e em acidentes de transporte não especificados
24,Rio Grande do Norte,2009,3,X99,113,Agressão por meio de objeto cortante ou penetrante
24,Rio Grande do Norte,2009,4,X70,106,"Lesão autoprovocada intencionalmente por enforcamento, estrangulamento e sufocação"
24,Rio Grande do Norte,2009,5,V89,77,"Acidente com um veículo a motor ou não-motorizado, tipo(s) de veículo(s) não especificado(s)"
24,Rio Grande do Norte,2009,6,V49,67,Ocupante de um automóvel [carro] traumatizado em outro acidentes de transporte e em acidentes de transporte não especificados
24,Rio Grande do Norte,2009,7,X59,59,Exposição a fatores não especificados
24,Rio Grande do Norte,2009,8,W74,43,Afogamento e submersão não especificados
24,Rio Grande do Norte,2009,9,W69,43,Afogamento e submersão em águas naturais
24,Rio Grande do Norte,2009,10,W87,37,Exposição a corrente elétrica não especificada
24,Rio Grande do Norte,2010,1,X95,557,Agressão por meio de disparo de outra arma de fogo ou de arma não especificada
24,Rio Grande do Norte,2010,2,V29,144,Motociclista traumatizado em outros acidentes de transporte e em acidentes de transporte não especificados
24,Rio Grande do Norte,2010,3,X99,142,Agressão por meio de objeto cortante ou penetrante
